3.8917754351527785e-02, 4.9999999999999998e-08
5.4288352331898139e-02, 4.9999999999999998e-08
7.5729580188292983e-02, 4.9999999999999998e-08
1.4736125994561550e-01, 4.9999999999999998e-08
2.8674846577475466e-01, 4.9999999999999998e-08
4.0000000000000002e-01, 4.9999999999999998e-08
2.0000000000000000e-02, 1.9407667236782133e-07
2.7899015879248420e-02, 1.9407667236782133e-07
3.8917754351527785e-02, 1.9407667236782133e-07
5.4288352331898139e-02, 1.9407667236782133e-07
7.5729580188292983e-02, 1.9407667236782133e-07
1.0563903801010011e-01, 1.9407667236782133e-07
1.4736125994561550e-01, 1.9407667236782133e-07
2.0556170656043912e-01, 1.9407667236782133e-07
2.0000000000000000e-02, 7.5331509514733330e-07
2.7899015879248420e-02, 7.5331509514733330e-07
3.8917754351527785e-02, 7.5331509514733330e-07
5.4288352331898139e-02, 7.5331509514733330e-07
7.5729580188292983e-02, 7.5331509514733330e-07
1.0563903801010011e-01, 7.5331509514733330e-07
1.4736125994561550e-01, 7.5331509514733330e-07
2.8674846577475466e-01, 7.5331509514733330e-07
4.0000000000000002e-01, 7.5331509514733330e-07
2.0000000000000000e-02, 2.9240177382128700e-06
2.7899015879248420e-02, 2.9240177382128700e-06
3.8917754351527785e-02, 2.9240177382128700e-06
5.4288352331898139e-02, 2.9240177382128700e-06
7.5729580188292983e-02, 2.9240177382128700e-06
1.4736125994561550e-01, 2.9240177382128700e-06
2.0556170656043912e-01, 2.9240177382128700e-06
2.8674846577475466e-01, 2.9240177382128700e-06
4.0000000000000002e-01, 2.9240177382128700e-06
2.0000000000000000e-02, 1.1349672651536721e-05
2.7899015879248420e-02, 1.1349672651536721e-05
3.8917754351527785e-02, 1.1349672651536721e-05
5.4288352331898139e-02, 1.1349672651536721e-05
7.5729580188292983e-02, 1.1349672651536721e-05
1.0563903801010011e-01, 1.1349672651536721e-05
1.4736125994561550e-01, 1.1349672651536721e-05
2.0556170656043912e-01, 1.1349672651536721e-05
2.8674846577475466e-01, 1.1349672651536721e-05
4.0000000000000002e-01, 1.1349672651536721e-05
2.0000000000000000e-02, 4.4054134013486379e-05
2.7899015879248420e-02, 4.4054134013486379e-05
3.8917754351527785e-02, 4.4054134013486379e-05
5.4288352331898139e-02, 4.4054134013486379e-05
7.5729580188292983e-02, 4.4054134013486379e-05
1.0563903801010011e-01, 4.4054134013486379e-05
1.4736125994561550e-01, 4.4054134013486379e-05
2.0556170656043912e-01, 4.4054134013486379e-05
2.8674846577475466e-01, 4.4054134013486379e-05
4.0000000000000002e-01, 4.4054134013486379e-05
2.0000000000000000e-02, 1.7099759466766981e-04
2.7899015879248420e-02, 1.7099759466766981e-04
3.8917754351527785e-02, 1.7099759466766981e-04
5.4288352331898139e-02, 1.7099759466766981e-04
7.5729580188292983e-02, 1.7099759466766981e-04
1.0563903801010011e-01, 1.7099759466766981e-04
1.4736125994561550e-01, 1.7099759466766981e-04
2.0556170656043912e-01, 1.7099759466766981e-04
2.8674846577475466e-01, 1.7099759466766981e-04
4.0000000000000002e-01, 1.7099759466766981e-04
2.0000000000000000e-02, 6.6373288312005733e-04
2.7899015879248420e-02, 6.6373288312005733e-04
3.8917754351527785e-02, 6.6373288312005733e-04
5.4288352331898139e-02, 6.6373288312005733e-04
7.5729580188292983e-02, 6.6373288312005733e-04
1.0563903801010011e-01, 6.6373288312005733e-04
1.4736125994561550e-01, 6.6373288312005733e-04
2.0556170656043912e-01, 6.6373288312005733e-04
2.8674846577475466e-01, 6.6373288312005733e-04
4.0000000000000002e-01, 6.6373288312005733e-04
2.0000000000000000e-02, 2.5763013859408167e-03
2.7899015879248420e-02, 2.5763013859408167e-03
3.8917754351527785e-02, 2.5763013859408167e-03
5.4288352331898139e-02, 2.5763013859408167e-03
7.5729580188292983e-02, 2.5763013859408167e-03
1.0563903801010011e-01, 2.5763013859408167e-03
1.4736125994561550e-01, 2.5763013859408167e-03
2.0556170656043912e-01, 2.5763013859408167e-03
2.8674846577475466e-01, 2.5763013859408167e-03
4.0000000000000002e-01, 2.5763013859408167e-03
2.0000000000000000e-02, 1.0000000000000000e-02
2.7899015879248420e-02, 1.0000000000000000e-02
3.8917754351527785e-02, 1.0000000000000000e-02
5.4288352331898139e-02, 1.0000000000000000e-02
7.5729580188292983e-02, 1.0000000000000000e-02
1.0563903801010011e-01, 1.0000000000000000e-02
1.4736125994561550e-01, 1.0000000000000000e-02
2.0556170656043912e-01, 1.0000000000000000e-02
2.8674846577475466e-01, 1.0000000000000000e-02
4.0000000000000002e-01, 1.0000000000000000e-02
